Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,Telefone,Morada,CódigoPostal,DataNascimento,Email
Patrícia da Carneiro,Técnico de Marketing,Casado,Feminino,Braga,Esposende,958499405,"Avenida Afonso de Albuquerque, 65
9103-916 Vale de Cambra",6687-518,30/07/1994,patrícia.carneiro@sapo.pt
Lourenço Barbosa,Estudante,Casado,Masculino,Braga,Vizela,947661933,"Travessa de Simões, 72
8608-168 Pinhel",1282-796,14/09/2007,lourenço.barbosa@gmail.com
David Almeida,Agricultor,Casado,Masculino,Lisboa,Mafra,914372467,"Largo Matias, 30
8308-163 Lamego",2257-631,01/07/1987,david.almeida@sapo.pt
Tiago Cardoso,Analista de Dados,Solteiro,Masculino,Évora,Reguengos de Monsaraz,900229380,"Avenida Marques, 39
6847-511 Sines",3800-194,18/08/1971,tiago.cardoso@sapo.pt
Ivan Lima,Cozinheiro,Divorciado,Masculino,Santarém,Coruche,930573651,"Rua Padre Álvaro Proença, 33
0085-843 Peso da Régua",2872-620,09/08/1968,ivan.lima@yahoo.com
Miriam Monteiro-Garcia,Psicólogo,Viúvo,Feminino,Viana do Castelo,Ponte da Barca,993134286,"Travessa de Manuel d'Arriaga, 34
6208-463 Lagoa",3671-804,06/11/1981,miriam.monteiro-garcia@outlook.com
Sérgio Pinho,Empregado de Limpeza,Solteiro,Masculino,Braga,Vizela,983445721,"R. Correia, 13
0859-120 Estremoz",2010-378,17/10/1979,sérgio.pinho@outlook.com
Vera Nunes-Brito,Professor,Divorciado,Feminino,Braga,Esposende,922495706,"Praça Sofia Nogueira, 255
0050-914 Gafanha da Nazaré",9352-561,06/06/1978,vera.nunes-brito@outlook.com
Erica Teixeira,Eletricista,Casado,Feminino,Porto,Valongo,951254401,"Avenida do Leal, 15
6692-341 Caniço",9607-906,01/03/1999,erica.teixeira@outlook.com
Ivo Correia,Psicólogo,Solteiro,Masculino,Viseu,Oliveira de Frades,908202583,"Alameda Melissa Paiva, 98
6266-287 Loulé",4266-872,14/01/1980,ivo.correia@outlook.com
Miguel Jesus,Motorista,Divorciado,Masculino,Braga,Celorico de Basto,946499793,"Rua Edgar Ramos, 21
4679-814 Peso da Régua",5016-351,04/08/1976,miguel.jesus@gmail.com
Sandro Campos,Técnico de Marketing,Viúvo,Masculino,Santarém,Ourém,952809330,"Av de Alves, 75
1834-271 Setúbal",2356-648,22/11/1975,sandro.campos@outlook.com
Isabel Moura-Lopes,Aposentado,Casado,Feminino,Viana do Castelo,Monção,946942230,"Avenida Paris (Poente), S/N
2037-651 Peso da Régua",6290-838,21/01/1952,isabel.moura-lopes@hotmail.com
Marta Domingues-Rodrigues,Rececionista,Solteiro,Feminino,Castelo Branco,Vila Velha de Ródão,921648265,"Rua Amorim, 51
9070-741 Montijo",6243-548,17/03/1993,marta.domingues-rodrigues@sapo.pt
José Vieira,Gestor de Projetos,Divorciado,Masculino,Braga,Cabeceiras de Basto,913122446,"Travessa da Rainha D. Leonor, 77
4860-798 Miranda do Douro",3946-211,10/02/1990,josé.vieira@gmail.com
Bárbara Simões,Professor,Casado,Feminino,Braga,Vizela,949165550,"Largo de Macedo, 389
2053-511 Maia",5343-645,21/12/1990,bárbara.simões@sapo.pt
Benedita Santos,Professor,Casado,Feminino,Braga,Esposende,940456368,"Largo Afonso de Albuquerque, 36
6028-065 Mirandela",3237-261,27/01/2000,benedita.santos@sapo.pt
Teresa Azevedo,Designer Gráfico,Viúvo,Feminino,Santarém,Abrantes,927767132,"Travessa Vaz, 726
6132-485 Vila do Conde",2121-727,11/08/1980,teresa.azevedo@gmail.com
Carolina Rocha,Designer Gráfico,Divorciado,Feminino,Bragança,Miranda do Douro,984602259,"Largo Torres, 714
3323-913 Pombal",1762-921,13/02/1992,carolina.rocha@outlook.com
Lúcia Mota,Técnico de Marketing,Casado,Feminino,Santarém,Ourém,912535256,"Largo Branco, 91
4368-878 Trofa",6743-551,20/03/1969,lúcia.mota@outlook.com
Luna de Henriques,Psicólogo,Divorciado,Feminino,Braga,Fafe,903424988,"Avenida Amnistia Internacional, 51
5441-665 São João da Madeira",4777-026,05/08/2001,luna.henriques@yahoo.com
Afonso Marques,Engenheiro,Viúvo,Masculino,Aveiro,Oliveira de Azeméis,967521212,"R. do Campo Alegre, 7
4937-871 Gondomar",7773-454,04/01/1997,afonso.marques@sapo.pt
Melissa Macedo,Eletricista,Viúvo,Feminino,Guarda,Celorico da Beira,908595507,"Rua Anita Coelho, S/N
5261-406 Alverca do Ribatejo",9800-369,15/08/1995,melissa.macedo@outlook.com
Eduarda Pacheco,Advogado,Divorciado,Feminino,Braga,Barcelos,992574373,"R. Constança Jesus, 79
9681-184 Santiago do Cacém",2407-009,26/06/1981,eduarda.pacheco@gmail.com
Alexandra Leite,Comerciante,Casado,Feminino,Porto,Porto,911511020,"Alameda de Augusto Gomes, 22
9945-498 Oliveira do Hospital",8311-452,11/04/1987,alexandra.leite@yahoo.com
Erika Pacheco-Gonçalves,Contabilista,Viúvo,Feminino,Bragança,Macedo de Cavaleiros,978023662,"Av Manuel Gonçalves Moreira, 56
9264-832 Pinhel",1464-047,11/07/1983,erika.pacheco-gonçalves@hotmail.com
Sérgio Silva,Arquiteto,Viúvo,Masculino,Viana do Castelo,Valença,941125809,"Praça Vítor Moura, 9
0907-346 Valpaços",8743-204,05/05/1973,sérgio.silva@gmail.com
Emanuel Andrade,Arquiteto,Viúvo,Masculino,Viana do Castelo,Valença,974703211,"Avenida Nicole Brito, 67
6393-821 Funchal",7688-599,22/03/2005,emanuel.andrade@sapo.pt
Ângelo Esteves,Programador,Divorciado,Masculino,Aveiro,Águeda,993068810,"Travessa de Campos, 67
0749-330 Vila Nova de Santo André",7483-669,11/06/1997,ângelo.esteves@outlook.com
Mia-Íris Vieira,Arquiteto,Divorciado,Feminino,Porto,Santo Tirso,974267122,"Praça de Mota, 72
1868-921 Portimão",4621-553,03/01/1969,mia-íris.vieira@sapo.pt
Sérgio Miranda,Farmacêutico,Viúvo,Masculino,Braga,Celorico de Basto,912086525,"Alameda Lima, 5
6921-838 Lagos",7722-876,08/08/1978,sérgio.miranda@gmail.com
Gil Pinho,Designer Gráfico,Casado,Masculino,Santarém,Abrantes,920995505,"Avenida do Campo Alegre, S/N
7973-250 Matosinhos",5534-141,24/07/1965,gil.pinho32@outlook.com
Íris Figueiredo,Cozinheiro,Solteiro,Feminino,Portalegre,Fronteira,906575889,"R. de Matias, 52
9156-761 Faro",6561-352,14/01/1973,íris.figueiredo@outlook.com
Mia Vicente,Advogado,Casado,Feminino,Leiria,Óbidos,979618117,"Av de Esteves, 62
1965-878 Matosinhos",7821-733,21/05/1993,mia.vicente@yahoo.com
Benjamim Morais,Gestor de Projetos,Casado,Masculino,Braga,Amares,930192941,"Praça Isabel Campos, 73
2788-056 Moura",4429-300,27/01/1998,benjamim.morais@gmail.com
Amélia Castro,Comerciante,Viúvo,Feminino,Braga,Vila Nova de Famalicão,928724488,"Largo Ricardo Campos, 608
6614-398 Vila Nova de Gaia",3365-017,01/03/1992,amélia.castro@sapo.pt
Luana Loureiro-Oliveira,Médico,Divorciado,Feminino,Lisboa,Vila Franca de Xira,945585508,"Avenida dos Jacarandás, 29
4127-873 Amora",4579-896,02/07/1966,luana.loureiro-oliveira@gmail.com
Gonçalo Branco,Motorista,Casado,Masculino,Vila Real,Peso da Régua,931107795,"Alameda de Carvalho, 21
4402-638 Anadia",5860-642,25/10/1996,gonçalo.branco@outlook.com
Benedita Freitas,Enfermeiro,Viúvo,Feminino,Porto,Gondomar,909316601,"R. Paulo Maia, 41
7699-394 Lourosa",2237-405,05/05/1968,benedita.freitas@hotmail.com
Madalena Costa-Carneiro,Arquiteto,Casado,Feminino,Braga,Fafe,915882468,"Rua da Graça, 98
1494-462 Felgueiras",1728-413,18/08/1990,madalena.costa-carneiro@gmail.com
Gaspar Domingues,Professor,Divorciado,Masculino,Guarda,Celorico da Beira,942208669,"Travessa de Domingues, 19
2909-375 Póvoa de Santa Iria",2324-736,21/07/1967,gaspar.domingues@hotmail.com
Júlia Lourenço,Médico,Casado,Feminino,Braga,Barcelos,940613208,"Travessa Gaspar Faria, 7
6961-555 Guimarães",1897-832,27/03/2000,júlia.lourenço@yahoo.com
Salvador do Gomes,Comerciante,Casado,Masculino,Viseu,Nelas,991253967,"Avenida de Neto, 39
5214-667 Tarouca",6276-878,15/01/1993,salvador.gomes@sapo.pt
Fábio de Gonçalves,Engenheiro,Solteiro,Masculino,Braga,Esposende,936313250,"Largo Cardoso, 84
5943-234 Alcácer do Sal",9179-800,18/09/1980,fábio.gonçalves@yahoo.com
Nádia Batista,Eletricista,Divorciado,Feminino,Braga,Barcelos,968463258,"Av Carvalho, S/N
0786-770 Câmara de Lobos",1945-713,22/02/1984,nádia.batista@outlook.com
Débora Brito,Advogado,Solteiro,Feminino,Porto,Amarante,976124972,"Av das Torres do Restelo, 693
0371-022 Rio Tinto",4349-257,01/07/1988,débora.brito@hotmail.com
Petra Cruz,Cozinheiro,Viúvo,Feminino,Braga,Fafe,915509360,"Travessa de Soares, 69
0459-782 Peso da Régua",4332-505,01/01/1983,petra.cruz@gmail.com
Lucas Fonseca,Engenheiro,Divorciado,Masculino,Lisboa,Loures,977383444,"Av Francisca Matias, 641
5800-331 Entroncamento",8173-245,16/07/1983,lucas.fonseca@hotmail.com
Erica Silva,Carpinteiro,Casado,Feminino,Guarda,Guarda,972973316,"Avenida Jaime Tavares, S/N
4953-280 Queluz",8112-310,17/09/1980,erica.silva@outlook.com
Rúben Valente,Arquiteto,Viúvo,Masculino,Braga,Guimarães,981286395,"Avenida da Baleia, S/N
8934-917 Beja",6679-950,13/03/1998,rúben.valente@yahoo.com
Carlos Vieira,Motorista,Viúvo,Masculino,Porto,Matosinhos,954934142,"Avenida da Beneditina, 77
5479-389 Mangualde",0603-600,16/06/1987,carlos.vieira@hotmail.com
Rita da Soares,Psicólogo,Casado,Feminino,Bragança,Macedo de Cavaleiros,931582977,"Travessa Vera Nunes, 42
4010-861 Vila do Conde",9419-229,23/05/1988,rita.soares@yahoo.com
Diego Gonçalves,Cozinheiro,Solteiro,Masculino,Lisboa,Oeiras,945959990,"R. de Oliveira, 36
7836-971 Loures",0960-457,02/01/1980,diego.gonçalves@sapo.pt
Valentim Gomes-Matias,Técnico de Marketing,Divorciado,Masculino,Bragança,Macedo de Cavaleiros,918096148,"Alameda João Jayme Faria Affonso, 8
9626-682 Santarém",8462-141,04/08/1995,valentim.gomes-matias@outlook.com
Gil Lopes,Rececionista,Casado,Masculino,Braga,Vizela,996902149,"Praça do Regado, S/N
8133-927 Esposende",6782-669,21/08/2004,gil.lopes@outlook.com
Caetana Teixeira,Arquiteto,Solteiro,Feminino,Braga,Fafe,993591498,"Largo Débora Neves, 3
2333-640 Lagos",8987-564,14/06/1979,caetana.teixeira@sapo.pt
Noa Nascimento,,Divorciado,,Braga,Braga,991473570,"Largo Bento Martins, 6
7001-439 Vila Franca de Xira",,08/05/1982,noa.nascimento@hotmail.com
Wilson Maia,Engenheiro,Divorciado,Masculino,Coimbra,Arganil,934653328,"Travessa Cruz, 903
1934-377 Costa da Caparica",3880-662,16/01/1992,wilson.maia@sapo.pt
Vítor Castro-Carvalho,Advogado,Casado,Masculino,Porto,Felgueiras,948239007,"Avenida Bernardo Borges, 87
7607-946 Loures",7342-721,16/05/1971,vítor.castro-carvalho@outlook.com
Melissa Freitas-Leite,Farmacêutico,Casado,Feminino,Braga,Esposende,970391853,"Praça Valentim Leite, 68
2571-839 Ribeira Grande",3452-120,05/02/2003,melissa.freitas-leite@outlook.com
Vítor Silva,Médico,Viúvo,Masculino,Braga,Braga,956667892,"Avenida Marta Carneiro, 7
8219-328 Mangualde",7694-276,15/02/1979,vítor.silva@hotmail.com
Luana Fernandes,Enfermeiro,Solteiro,Feminino,Porto,Valongo,960216524,"Praça do Mar, S/N
3691-748 Santana",0111-106,01/06/1996,luana.fernandes@gmail.com
Rafael Cunha,Engenheiro,Solteiro,Masculino,Braga,Guimarães,921902539,"Largo de Faria, S/N
9756-108 Barreiro",5889-451,04/06/1967,rafael.cunha@hotmail.com
Alice Soares,Médico,Casado,Feminino,Viana do Castelo,Ponte da Barca,904157609,"Rua Sara Borges, S/N
6398-358 Paredes",3294-870,03/05/1972,alice.soares@sapo.pt
Paulo Paiva,Arquiteto,Casado,Masculino,Viana do Castelo,Valença,990573006,"Largo Noah Pereira, 73
7489-327 Viseu",8298-649,21/04/1993,paulo.paiva@sapo.pt
Vítor Pinto,Psicólogo,Viúvo,Masculino,Guarda,Celorico da Beira,970784160,"Alameda da Companhia, 6
1961-164 Seia",5924-495,09/06/1995,vítor.pinto@outlook.com
Noah do Jesus,Estudante,Solteiro,Masculino,Vila Real,Chaves,902119806,"Alameda Barbosa, 8
0792-125 Peniche",9507-028,04/08/2003,noah.jesus@outlook.com
Gaspar Pires,Farmacêutico,Divorciado,Masculino,Braga,Celorico de Basto,923641431,"Travessa Moura, 420
9807-366 Ribeira Grande",2016-926,02/10/1987,gaspar.pires@sapo.pt
Bryan Valente,Estudante,Casado,Masculino,Vila Real,Mondim de Basto,974790774,"R. de Lima, 711
5961-103 Albufeira",6388-955,16/05/2002,bryan.valente@yahoo.com
Diogo Batista,Aposentado,Casado,Masculino,Braga,Barcelos,999189806,"Rua Emma Ferreira, S/N
5683-477 Sines",1337-815,24/05/1945,diogo.batista@yahoo.com
Igor Araújo-Almeida,Técnico de Marketing,Divorciado,Masculino,Porto,Matosinhos,923544105,"Avenida Isaac Barros, 1
2794-935 Oliveira do Hospital",2990-386,07/03/1986,igor.araújo-almeida@sapo.pt
Nádia Maia,Farmacêutico,Viúvo,Feminino,Braga,Vizela,929259234,"Travessa de Maia, 74
0003-852 Ílhavo",8854-197,17/04/2005,nádia.maia@outlook.com
Bryan Moura,Aposentado,Solteiro,Masculino,Braga,Barcelos,994397040,"Largo de Carvalho, 63
8566-886 Guarda",6748-360,22/12/1961,bryan.moura304@gmail.com
Carlos de Pereira,Empregado de Limpeza,Casado,Masculino,Braga,Barcelos,901326060,"Avenida Cruz, 55
9271-790 Porto",9038-280,03/05/2004,carlos.pereira@sapo.pt
Luciana do Miranda,Engenheiro,Solteiro,Feminino,Setúbal,Alcochete,918474858,"Rua de Rodrigues, 479
3527-024 Praia da Vitória",7750-060,01/06/2003,luciana.miranda@outlook.com
Daniel Machado,Gestor de Projetos,Divorciado,Masculino,Braga,Celorico de Basto,952281739,"Av Andreia Amaral, S/N
6875-778 Caniço",5400-530,27/02/1995,daniel.machado@sapo.pt
Miguel Carvalho-Coelho,Carpinteiro,Divorciado,Masculino,Braga,Barcelos,991131851,"R. Edgar Mendes, 92
9264-168 Penafiel",7235-828,13/11/1969,miguel.carvalho-coelho@sapo.pt
Eduarda Almeida,Enfermeiro,Casado,Feminino,Vila Real,Chaves,954309319,"Travessa Gerais, 80
3949-233 Santa Cruz",8611-876,11/12/1996,eduarda.almeida@outlook.com
Bryan Maia-Tavares,Arquiteto,Divorciado,Masculino,Viana do Castelo,Valença,920777375,"Alameda Esteves, 72
4408-407 Ílhavo",4512-058,16/05/1969,bryan.maia-tavares@outlook.com
Lourenço Jesus,Analista de Dados,Casado,Masculino,Castelo Branco,Belmonte,925762919,"Travessa de Matos, 1
9297-002 Barcelos",7744-386,29/12/1992,lourenço.jesus@gmail.com
Samuel Matos,Médico,Solteiro,Masculino,Vila Real,Mondim de Basto,976001556,"R. Ribeiro, 5
4547-452 Valongo",6143-323,15/12/1966,samuel.matos@gmail.com
Paulo Costa-Garcia,Enfermeiro,Viúvo,Masculino,Braga,Vizela,952562918,"Av do Bom Sucesso, 554
4867-166 Vila Nova de Famalicão",3609-648,03/07/1980,paulo.costa-garcia@outlook.com
Sebastião Garcia,Contabilista,Solteiro,Masculino,Braga,Amares,991727742,"Av Gaspar, 395
4589-140 Maia",6209-102,22/11/1977,sebastião.garcia@yahoo.com
Micael Valente-Barros,Carpinteiro,Casado,Masculino,Braga,Vila Nova de Famalicão,988069056,"R. Kevin Moreira, 812
5264-907 Ponte de Sor",1784-183,22/07/1980,micael.valente-barros@yahoo.com
Petra Abreu,Comerciante,Viúvo,Feminino,Braga,Celorico de Basto,952433061,"Avenida Joel Carneiro, S/N
8655-988 Rio Tinto",1770-701,14/10/1976,petra.abreu@yahoo.com
Marta Leal,Médico,Viúvo,Feminino,Vila Real,Chaves,922646893,"Rua Cunha, S/N
4112-209 Gandra",9726-499,27/02/1977,marta.leal@yahoo.com
Luciana Maia,Eletricista,Divorciado,Feminino,Braga,Guimarães,925067957,"Alameda Pinto, 7
9183-663 Fátima",0570-218,24/01/2005,luciana.maia@sapo.pt
Afonso Branco,Carpinteiro,Divorciado,Masculino,Castelo Branco,Penamacor,990321672,"R. de Barbosa, 973
3849-768 Estremoz",2323-929,24/09/1988,afonso.branco@outlook.com
Rafael Torres,Analista de Dados,Casado,Masculino,Beja,Ferreira do Alentejo,957280782,"Rua das Escadas do Monte dos Judeus, 45
7606-503 Mêda",8823-743,22/06/1983,rafael.torres@yahoo.com
Sofia Vieira,Eletricista,Viúvo,Feminino,Braga,Celorico de Basto,938227123,"Largo Mota, 79
9697-997 Guimarães",4614-529,24/05/1985,sofia.vieira@gmail.com
Flor Sousa,Programador,Solteiro,Feminino,Setúbal,Palmela,969835933,"Alameda de Sousa, 5
2883-147 Rebordosa",8535-275,28/09/1971,flor.sousa@outlook.com
Ângela do Lopes,Carpinteiro,Divorciado,Feminino,Faro,Loulé,955913534,"R. Fonseca, S/N
8151-962 São Mamede de Infesta",5255-241,12/02/1978,ângela.lopes@yahoo.com
Wilson Amorim-Gonçalves,Programador,Viúvo,Masculino,Braga,Esposende,948051219,"Alameda Paulo Moreira, 36
2056-210 Covilhã",2927-838,28/01/1996,wilson.amorim-gonçalves@gmail.com
Luca da Antunes,Advogado,Viúvo,Masculino,Coimbra,Montemor-o-Velho,981718057,"Travessa Letícia Garcia, 95
0433-414 Tarouca",2520-174,06/05/1998,luca.antunes@hotmail.com
Inês Alves,Motorista,Viúvo,Feminino,Braga,Fafe,907393829,"Praça Gerais, 6
8314-945 Fiães",3042-593,13/10/1982,inês.alves@yahoo.com
Teresa Henriques,Agricultor,Casado,Feminino,Porto,Porto,934533093,"R. de Pinho, S/N
2850-348 Caldas da Rainha",9181-990,16/09/1967,teresa.henriques@hotmail.com
Tatiana da Matias,Psicólogo,Casado,Feminino,Porto,Matosinhos,912376975,"Largo Sousa, S/N
7713-191 Mirandela",3308-275,30/05/1995,tatiana.matias@gmail.com
Yasmin Carneiro,Carpinteiro,Casado,Feminino,Braga,Vila Nova de Famalicão,978757860,"Av de Castro, 91
3997-319 Figueira da Foz",6941-073,25/11/1986,yasmin.carneiro@gmail.com
Yara Nogueira,Cozinheiro,Solteiro,Feminino,Braga,Vila Nova de Famalicão,975732082,"R. Azevedo, 59
7865-013 Elvas",1283-857,11/02/1980,yara.nogueira43@gmail.com
Enzo Borges,Programador,Viúvo,Masculino,Porto,Maia,972554230,"Rua Álvaro Correia, 99
3402-126 Santana",7333-156,14/03/1987,enzo.borges@outlook.com
Yasmin Barros,Arquiteto,Divorciado,Feminino,Porto,Gondomar,920044261,"Av de Aquilino Ribeiro, S/N
9942-720 Covilhã",7641-824,12/01/1967,yasmin.barros@gmail.com
Rúben do Lopes,Médico,Viúvo,Masculino,Porto,Vila Nova de Gaia,955593358,"Alameda de Macedo, 236
8563-144 Alverca do Ribatejo",0955-121,12/10/1976,rúben.lopes@hotmail.com
Joel Vaz,Rececionista,Solteiro,Masculino,Lisboa,Vila Franca de Xira,901559905,"Largo de São Pedro, 37
1988-764 Agualva-Cacém",9791-273,17/01/1996,joel.vaz@gmail.com
Paulo Ramos,Agricultor,Divorciado,Masculino,Vila Real,Peso da Régua,907078675,"Travessa Eva Oliveira, 594
3090-791 Freamunde",2661-632,30/12/1977,paulo.ramos@outlook.com
Yasmin Lopes,Agricultor,Viúvo,Feminino,Porto,Santo Tirso,948892561,"Travessa de Coelho, 87
4832-441 Cantanhede",2586-880,16/06/1993,yasmin.lopes@gmail.com
Laura Ramos,Médico,Divorciado,Feminino,Braga,Barcelos,920092497,"Avenida Rúben Magalhães, 17
1774-032 Setúbal",4335-343,12/10/1965,laura.ramos@yahoo.com
Luana Morais,Gestor de Projetos,Divorciado,Feminino,Setúbal,Moita,953047612,"Praça Soares, 5
6823-271 Mangualde",7860-658,29/04/1968,luana.morais@gmail.com
Alexandre Gonçalves,Eletricista,Divorciado,Masculino,Viana do Castelo,Vila Nova de Cerveira,951203969,"Alameda de Pereira, S/N
8154-647 Rio Tinto",7721-295,18/03/1980,alexandre.gonçalves@gmail.com
Matias do Simões,Técnico de Marketing,Casado,Masculino,Braga,Vizela,905862141,"Av de Pinho, 3
5261-055 Santo Tirso",5255-270,09/02/1989,matias.simões@gmail.com
Nicole Cruz,Estudante,Divorciado,Feminino,Braga,Vila Nova de Famalicão,916327863,"Travessa Margarida Lourenço, 27
7544-787 Amora",1143-498,17/04/2005,nicole.cruz@gmail.com
Dinis Nogueira,Arquiteto,Casado,Masculino,Viana do Castelo,Monção,903233308,"Largo Machado, 98
3945-044 Anadia",0572-305,13/09/1985,dinis.nogueira@sapo.pt
Pilar do Paiva,Cozinheiro,Casado,Feminino,Vila Real,Vila Pouca de Aguiar,945872401,"Avenida Ivo Morais, 8
8968-695 Santana",1132-687,10/10/2004,pilar.paiva@hotmail.com
Noah da Ribeiro,Arquiteto,Divorciado,Masculino,Braga,Braga,997944580,"R. Brito, S/N
8032-740 Cartaxo",5404-626,12/03/2005,noah.ribeiro@hotmail.com
Kyara-Naiara Reis,Arquiteto,Solteiro,Feminino,Braga,Fafe,993149442,"Travessa de Lourenço, 18
6419-532 Ovar",4993-957,07/02/1974,kyara-naiara.reis@outlook.com
Sara Pacheco,Agricultor,Casado,Feminino,Aveiro,Ílhavo,972286256,"R. Pedro Lopes, 13
4780-057 Valbom",4687-475,04/01/1990,sara.pacheco@gmail.com
Teresa Ribeiro-Ribeiro,Agricultor,Divorciado,Feminino,Coimbra,Lousã,998012684,"Avenida Joana Correia, 45
9015-770 Sacavém",5565-526,23/01/1968,teresa.ribeiro-ribeiro@sapo.pt
Fabiana Matos,Programador,Casado,Feminino,Aveiro,Anadia,964652137,"Praça de D. Carlos I, 352
7182-227 Valongo",6058-641,02/09/1985,fabiana.matos@hotmail.com
Érica Ribeiro,Carpinteiro,Solteiro,Feminino,Braga,Guimarães,980641069,"Avenida Noah Gaspar, 60
9917-023 Vila Real de Santo António",1173-841,29/11/1965,érica.ribeiro@gmail.com
Violeta Branco-Santos,Motorista,Divorciado,Feminino,Braga,Celorico de Basto,978907936,"Av da Asprela, 16
3657-121 Santana",5658-940,27/10/1975,violeta.branco-santos@outlook.com
Tatiana Valente,Psicólogo,Solteiro,Feminino,Porto,Santo Tirso,918142464,"Avenida de Bonjóia, S/N
5283-121 Esmoriz",5654-236,11/11/1992,tatiana.valente@sapo.pt
Júlia Pinto,Professor,Solteiro,Feminino,Aveiro,Oliveira de Azeméis,936250007,"Alameda Vasco Matias, 5
3574-268 Santo Tirso",6416-368,03/03/1978,júlia.pinto@gmail.com
Afonso Assunção-Antunes,Enfermeiro,Divorciado,Masculino,Braga,Cabeceiras de Basto,938385975,"Av de Nova Sintra, S/N
9679-583 Amora",1983-210,08/01/1990,afonso.assunção-antunes@hotmail.com
Tiago Melo,Farmacêutico,Casado,Masculino,Braga,Vizela,934612486,"Praça Simão Sousa, 91
6096-046 Oliveira de Azeméis",5749-778,07/06/1971,tiago.melo@sapo.pt
Carlos Amorim,Rececionista,Solteiro,Masculino,Portalegre,Portalegre,950543671,"Rua do Maestro Afonso Valentim, 5
7721-094 Vila Nova de Santo André",4061-920,05/03/1986,carlos.amorim@sapo.pt
Rodrigo da Nunes,Professor,Divorciado,Masculino,Lisboa,Mafra,962306522,"Alameda Lia Baptista, 74
1394-523 Lourosa",9533-042,11/02/1985,rodrigo.nunes@outlook.com
Ismael Cruz,Carpinteiro,Casado,Masculino,Braga,Esposende,977643562,"Av de Nova Sintra, 22
4880-593 Barreiro",8231-152,08/04/1996,ismael.cruz@yahoo.com
Gustavo Machado,Carpinteiro,Casado,Masculino,Vila Real,Alijó,986606508,"R. Neves, S/N
0165-707 Praia da Vitória",0088-565,13/10/1981,gustavo.machado@yahoo.com
Inês Faria,Estudante,Divorciado,Feminino,Porto,Póvoa de Varzim,982073797,"Avenida Vasco Nascimento, 9
3538-292 Silves",1921-416,14/07/2004,inês.faria@outlook.com
