Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,DataNascimento,Email,customer_id
Daniel Cruz-Coelho,Psicólogo,Divorciado,Masculino,Setúbal,Moita,30/10/1990,daniel.cruz-coelho@gmail.com,C1297
Nelson Domingues,Motorista,Divorciado,Masculino,Braga,Esposende,31/12/1983,nelson.domingues@yahoo.com,C1298
Jaime Sá,Psicólogo,Solteiro,Masculino,Viseu,Tondela,31/03/2000,jaime.sá@outlook.com,C1299
Fernando Abreu-Paiva,Estudante,Solteiro,Masculino,Coimbra,Montemor-o-Velho,02/03/2009,fernando.abreu-paiva@outlook.com,C1300
Carlos Branco-Almeida,Agricultor,Solteiro,Masculino,Braga,Celorico de Basto,02/01/1970,carlos.branco-almeida@gmail.com,C1301
Marta Vieira,Designer Gráfico,Casado,Feminino,Braga,Barcelos,08/01/1996,marta.vieira@outlook.com,C1302
Rafael Esteves,Programador,Divorciado,Masculino,Portalegre,Portalegre,24/07/1998,rafael.esteves@gmail.com,C1303
Inês Assunção,Professor,Divorciado,Feminino,Porto,Porto,21/04/1975,inês.assunção@sapo.pt,C1304
Maria-Maria Correia,Eletricista,Viúvo,Feminino,Porto,Matosinhos,22/03/1983,maria-maria.correia@hotmail.com,C1305
Tomás Henriques,Engenheiro,Divorciado,Masculino,Porto,Amarante,20/03/1980,tomás.henriques@gmail.com,C1306
Jaime Freitas,Advogado,Casado,Masculino,Braga,Guimarães,03/06/2003,jaime.freitas@sapo.pt,C1307
André Carneiro,Advogado,Solteiro,Masculino,Lisboa,Oeiras,28/02/1986,andré.carneiro@yahoo.com,C1308
Valentim Faria,Analista de Dados,Divorciado,Masculino,Viana do Castelo,Valença,30/06/1993,valentim.faria@yahoo.com,C1309
Dinis Pinho,Professor,Casado,Masculino,Braga,Vila Nova de Famalicão,08/03/1990,dinis.pinho@outlook.com,C1310
Juliana-Nicole Martins,Enfermeiro,Viúvo,Feminino,Vila Real,Valpaços,18/11/1999,juliana-nicole.martins@yahoo.com,C1311
Jaime Pereira,Contabilista,Casado,Masculino,Vila Real,Chaves,15/08/1974,jaime.pereira@yahoo.com,C1312
Salvador Castro,Psicólogo,Viúvo,Masculino,Aveiro,Aveiro,14/10/2001,salvador.castro@outlook.com,C1313
Melissa Gonçalves,Aposentado,Casado,Feminino,Vila Real,Mesão Frio,12/01/1961,melissa.gonçalves@sapo.pt,C1314
Enzo Figueiredo-Andrade,Advogado,Divorciado,Masculino,Braga,Vila Nova de Famalicão,26/11/1967,enzo.figueiredo-andrade@sapo.pt,C1315
Andreia Henriques,Médico,Divorciado,Feminino,Vila Real,Vila Pouca de Aguiar,18/03/1979,andreia.henriques@yahoo.com,C1316
Ana Moreira,Técnico de Marketing,Viúvo,Feminino,Porto,Porto,09/04/1984,ana.moreira@gmail.com,C1317
Andreia de Martins,Programador,Solteiro,Feminino,Braga,Guimarães,30/04/1975,andreia.martins@sapo.pt,C1318
Patrícia da Carneiro,Técnico de Marketing,Casado,Feminino,Braga,Esposende,30/07/1994,patrícia.carneiro@sapo.pt,C1319
Lourenço Barbosa,Estudante,Casado,Masculino,Braga,Vizela,14/09/2007,lourenço.barbosa@gmail.com,C1320
David Almeida,Agricultor,Casado,Masculino,Lisboa,Mafra,01/07/1987,david.almeida@sapo.pt,C1321
Tiago Cardoso,Analista de Dados,Solteiro,Masculino,Évora,Reguengos de Monsaraz,18/08/1971,tiago.cardoso@sapo.pt,C1322
Ivan Lima,Cozinheiro,Divorciado,Masculino,Santarém,Coruche,09/08/1968,ivan.lima@yahoo.com,C1323
Miriam Monteiro-Garcia,Psicólogo,Viúvo,Feminino,Viana do Castelo,Ponte da Barca,06/11/1981,miriam.monteiro-garcia@outlook.com,C1324
Sérgio Pinho,Empregado de Limpeza,Solteiro,Masculino,Braga,Vizela,17/10/1979,sérgio.pinho@outlook.com,C1325
Vera Nunes-Brito,Professor,Divorciado,Feminino,Braga,Esposende,06/06/1978,vera.nunes-brito@outlook.com,C1326
Erica Teixeira,Eletricista,Casado,Feminino,Porto,Valongo,01/03/1999,erica.teixeira@outlook.com,C1327
Ivo Correia,Psicólogo,Solteiro,Masculino,Viseu,Oliveira de Frades,14/01/1980,ivo.correia@outlook.com,C1328
Miguel Jesus,Motorista,Divorciado,Masculino,Braga,Celorico de Basto,04/08/1976,miguel.jesus@gmail.com,C1329
Sandro Campos,Técnico de Marketing,Viúvo,Masculino,Santarém,Ourém,22/11/1975,sandro.campos@outlook.com,C1330
Isabel Moura-Lopes,Aposentado,Casado,Feminino,Viana do Castelo,Monção,21/01/1952,isabel.moura-lopes@hotmail.com,C1331
Marta Domingues-Rodrigues,Rececionista,Solteiro,Feminino,Castelo Branco,Vila Velha de Ródão,17/03/1993,marta.domingues-rodrigues@sapo.pt,C1332
José Vieira,Gestor de Projetos,Divorciado,Masculino,Braga,Cabeceiras de Basto,10/02/1990,josé.vieira@gmail.com,C1333
Bárbara Simões,Professor,Casado,Feminino,Braga,Vizela,21/12/1990,bárbara.simões@sapo.pt,C1334
Benedita Santos,Professor,Casado,Feminino,Braga,Esposende,27/01/2000,benedita.santos@sapo.pt,C1335
Teresa Azevedo,Designer Gráfico,Viúvo,Feminino,Santarém,Abrantes,11/08/1980,teresa.azevedo@gmail.com,C1336
Carolina Rocha,Designer Gráfico,Divorciado,Feminino,Bragança,Miranda do Douro,13/02/1992,carolina.rocha@outlook.com,C1337
Lúcia Mota,Técnico de Marketing,Casado,Feminino,Santarém,Ourém,20/03/1969,lúcia.mota@outlook.com,C1338
Luna de Henriques,Psicólogo,Divorciado,Feminino,Braga,Fafe,05/08/2001,luna.henriques@yahoo.com,C1339
Afonso Marques,Engenheiro,Viúvo,Masculino,Aveiro,Oliveira de Azeméis,04/01/1997,afonso.marques@sapo.pt,C1340
Melissa Macedo,Eletricista,Viúvo,Feminino,Guarda,Celorico da Beira,15/08/1995,melissa.macedo@outlook.com,C1341
Eduarda Pacheco,Advogado,Divorciado,Feminino,Braga,Barcelos,26/06/1981,eduarda.pacheco@gmail.com,C1342
Alexandra Leite,Comerciante,Casado,Feminino,Porto,Porto,11/04/1987,alexandra.leite@yahoo.com,C1343
Erika Pacheco-Gonçalves,Contabilista,Viúvo,Feminino,Bragança,Macedo de Cavaleiros,11/07/1983,erika.pacheco-gonçalves@hotmail.com,C1344
Sérgio Silva,Arquiteto,Viúvo,Masculino,Viana do Castelo,Valença,05/05/1973,sérgio.silva@gmail.com,C1345
Emanuel Andrade,Arquiteto,Viúvo,Masculino,Viana do Castelo,Valença,22/03/2005,emanuel.andrade@sapo.pt,C1346
Ângelo Esteves,Programador,Divorciado,Masculino,Aveiro,Águeda,11/06/1997,ângelo.esteves@outlook.com,C1347
Mia-Íris Vieira,Arquiteto,Divorciado,Feminino,Porto,Santo Tirso,03/01/1969,mia-íris.vieira@sapo.pt,C1348
Sérgio Miranda,Farmacêutico,Viúvo,Masculino,Braga,Celorico de Basto,08/08/1978,sérgio.miranda@gmail.com,C1349
Gil Pinho,Designer Gráfico,Casado,Masculino,Santarém,Abrantes,24/07/1965,gil.pinho32@outlook.com,C1350
Íris Figueiredo,Cozinheiro,Solteiro,Feminino,Portalegre,Fronteira,14/01/1973,íris.figueiredo@outlook.com,C1351
Mia Vicente,Advogado,Casado,Feminino,Leiria,Óbidos,21/05/1993,mia.vicente@yahoo.com,C1352
Benjamim Morais,Gestor de Projetos,Casado,Masculino,Braga,Amares,27/01/1998,benjamim.morais@gmail.com,C1353
Amélia Castro,Comerciante,Viúvo,Feminino,Braga,Vila Nova de Famalicão,01/03/1992,amélia.castro@sapo.pt,C1354
Luana Loureiro-Oliveira,Médico,Divorciado,Feminino,Lisboa,Vila Franca de Xira,02/07/1966,luana.loureiro-oliveira@gmail.com,C1355
Gonçalo Branco,Motorista,Casado,Masculino,Vila Real,Peso da Régua,25/10/1996,gonçalo.branco@outlook.com,C1356
Benedita Freitas,Enfermeiro,Viúvo,Feminino,Porto,Gondomar,05/05/1968,benedita.freitas@hotmail.com,C1357
Madalena Costa-Carneiro,Arquiteto,Casado,Feminino,Braga,Fafe,18/08/1990,madalena.costa-carneiro@gmail.com,C1358
Gaspar Domingues,Professor,Divorciado,Masculino,Guarda,Celorico da Beira,21/07/1967,gaspar.domingues@hotmail.com,C1359
Júlia Lourenço,Médico,Casado,Feminino,Braga,Barcelos,27/03/2000,júlia.lourenço@yahoo.com,C1360
Salvador do Gomes,Comerciante,Casado,Masculino,Viseu,Nelas,15/01/1993,salvador.gomes@sapo.pt,C1361
Fábio de Gonçalves,Engenheiro,Solteiro,Masculino,Braga,Esposende,18/09/1980,fábio.gonçalves@yahoo.com,C1362
Nádia Batista,Eletricista,Divorciado,Feminino,Braga,Barcelos,22/02/1984,nádia.batista@outlook.com,C1363
Débora Brito,Advogado,Solteiro,Feminino,Porto,Amarante,01/07/1988,débora.brito@hotmail.com,C1364
Petra Cruz,Cozinheiro,Viúvo,Feminino,Braga,Fafe,01/01/1983,petra.cruz@gmail.com,C1365
Lucas Fonseca,Engenheiro,Divorciado,Masculino,Lisboa,Loures,16/07/1983,lucas.fonseca@hotmail.com,C1366
Erica Silva,Carpinteiro,Casado,Feminino,Guarda,Guarda,17/09/1980,erica.silva@outlook.com,C1367
Rúben Valente,Arquiteto,Viúvo,Masculino,Braga,Guimarães,13/03/1998,rúben.valente@yahoo.com,C1368
Carlos Vieira,Motorista,Viúvo,Masculino,Porto,Matosinhos,16/06/1987,carlos.vieira@hotmail.com,C1369
Rita da Soares,Psicólogo,Casado,Feminino,Bragança,Macedo de Cavaleiros,23/05/1988,rita.soares@yahoo.com,C1370
Diego Gonçalves,Cozinheiro,Solteiro,Masculino,Lisboa,Oeiras,02/01/1980,diego.gonçalves@sapo.pt,C1371
Valentim Gomes-Matias,Técnico de Marketing,Divorciado,Masculino,Bragança,Macedo de Cavaleiros,04/08/1995,valentim.gomes-matias@outlook.com,C1372
Gil Lopes,Rececionista,Casado,Masculino,Braga,Vizela,21/08/2004,gil.lopes@outlook.com,C1373
Caetana Teixeira,Arquiteto,Solteiro,Feminino,Braga,Fafe,14/06/1979,caetana.teixeira@sapo.pt,C1374
Noa Nascimento,,Divorciado,,Braga,Braga,08/05/1982,noa.nascimento@hotmail.com,C1375
Wilson Maia,Engenheiro,Divorciado,Masculino,Coimbra,Arganil,16/01/1992,wilson.maia@sapo.pt,C1376
Vítor Castro-Carvalho,Advogado,Casado,Masculino,Porto,Felgueiras,16/05/1971,vítor.castro-carvalho@outlook.com,C1377
Melissa Freitas-Leite,Farmacêutico,Casado,Feminino,Braga,Esposende,05/02/2003,melissa.freitas-leite@outlook.com,C1378
Vítor Silva,Médico,Viúvo,Masculino,Braga,Braga,15/02/1979,vítor.silva@hotmail.com,C1379
Luana Fernandes,Enfermeiro,Solteiro,Feminino,Porto,Valongo,01/06/1996,luana.fernandes@gmail.com,C1380
Rafael Cunha,Engenheiro,Solteiro,Masculino,Braga,Guimarães,04/06/1967,rafael.cunha@hotmail.com,C1381
Alice Soares,Médico,Casado,Feminino,Viana do Castelo,Ponte da Barca,03/05/1972,alice.soares@sapo.pt,C1382
Paulo Paiva,Arquiteto,Casado,Masculino,Viana do Castelo,Valença,21/04/1993,paulo.paiva@sapo.pt,C1383
Vítor Pinto,Psicólogo,Viúvo,Masculino,Guarda,Celorico da Beira,09/06/1995,vítor.pinto@outlook.com,C1384
Noah do Jesus,Estudante,Solteiro,Masculino,Vila Real,Chaves,04/08/2003,noah.jesus@outlook.com,C1385
Gaspar Pires,Farmacêutico,Divorciado,Masculino,Braga,Celorico de Basto,02/10/1987,gaspar.pires@sapo.pt,C1386
Bryan Valente,Estudante,Casado,Masculino,Vila Real,Mondim de Basto,16/05/2002,bryan.valente@yahoo.com,C1387
Diogo Batista,Aposentado,Casado,Masculino,Braga,Barcelos,24/05/1945,diogo.batista@yahoo.com,C1388
Igor Araújo-Almeida,Técnico de Marketing,Divorciado,Masculino,Porto,Matosinhos,07/03/1986,igor.araújo-almeida@sapo.pt,C1389
Nádia Maia,Farmacêutico,Viúvo,Feminino,Braga,Vizela,17/04/2005,nádia.maia@outlook.com,C1390
Bryan Moura,Aposentado,Solteiro,Masculino,Braga,Barcelos,22/12/1961,bryan.moura304@gmail.com,C1391
Carlos de Pereira,Empregado de Limpeza,Casado,Masculino,Braga,Barcelos,03/05/2004,carlos.pereira@sapo.pt,C1392
Luciana do Miranda,Engenheiro,Solteiro,Feminino,Setúbal,Alcochete,01/06/2003,luciana.miranda@outlook.com,C1393
Daniel Machado,Gestor de Projetos,Divorciado,Masculino,Braga,Celorico de Basto,27/02/1995,daniel.machado@sapo.pt,C1394
Miguel Carvalho-Coelho,Carpinteiro,Divorciado,Masculino,Braga,Barcelos,13/11/1969,miguel.carvalho-coelho@sapo.pt,C1395
Eduarda Almeida,Enfermeiro,Casado,Feminino,Vila Real,Chaves,11/12/1996,eduarda.almeida@outlook.com,C1396
Bryan Maia-Tavares,Arquiteto,Divorciado,Masculino,Viana do Castelo,Valença,16/05/1969,bryan.maia-tavares@outlook.com,C1397
Lourenço Jesus,Analista de Dados,Casado,Masculino,Castelo Branco,Belmonte,29/12/1992,lourenço.jesus@gmail.com,C1398
Samuel Matos,Médico,Solteiro,Masculino,Vila Real,Mondim de Basto,15/12/1966,samuel.matos@gmail.com,C1399
Paulo Costa-Garcia,Enfermeiro,Viúvo,Masculino,Braga,Vizela,03/07/1980,paulo.costa-garcia@outlook.com,C1400
Sebastião Garcia,Contabilista,Solteiro,Masculino,Braga,Amares,22/11/1977,sebastião.garcia@yahoo.com,C1401
Micael Valente-Barros,Carpinteiro,Casado,Masculino,Braga,Vila Nova de Famalicão,22/07/1980,micael.valente-barros@yahoo.com,C1402
Petra Abreu,Comerciante,Viúvo,Feminino,Braga,Celorico de Basto,14/10/1976,petra.abreu@yahoo.com,C1403
Marta Leal,Médico,Viúvo,Feminino,Vila Real,Chaves,27/02/1977,marta.leal@yahoo.com,C1404
Luciana Maia,Eletricista,Divorciado,Feminino,Braga,Guimarães,24/01/2005,luciana.maia@sapo.pt,C1405
Afonso Branco,Carpinteiro,Divorciado,Masculino,Castelo Branco,Penamacor,24/09/1988,afonso.branco@outlook.com,C1406
Rafael Torres,Analista de Dados,Casado,Masculino,Beja,Ferreira do Alentejo,22/06/1983,rafael.torres@yahoo.com,C1407
Sofia Vieira,Eletricista,Viúvo,Feminino,Braga,Celorico de Basto,24/05/1985,sofia.vieira@gmail.com,C1408
Flor Sousa,Programador,Solteiro,Feminino,Setúbal,Palmela,28/09/1971,flor.sousa@outlook.com,C1409
Ângela do Lopes,Carpinteiro,Divorciado,Feminino,Faro,Loulé,12/02/1978,ângela.lopes@yahoo.com,C1410
Wilson Amorim-Gonçalves,Programador,Viúvo,Masculino,Braga,Esposende,28/01/1996,wilson.amorim-gonçalves@gmail.com,C1411
Luca da Antunes,Advogado,Viúvo,Masculino,Coimbra,Montemor-o-Velho,06/05/1998,luca.antunes@hotmail.com,C1412
Inês Alves,Motorista,Viúvo,Feminino,Braga,Fafe,13/10/1982,inês.alves@yahoo.com,C1413
Teresa Henriques,Agricultor,Casado,Feminino,Porto,Porto,16/09/1967,teresa.henriques@hotmail.com,C1414
Tatiana da Matias,Psicólogo,Casado,Feminino,Porto,Matosinhos,30/05/1995,tatiana.matias@gmail.com,C1415
Yasmin Carneiro,Carpinteiro,Casado,Feminino,Braga,Vila Nova de Famalicão,25/11/1986,yasmin.carneiro@gmail.com,C1416
Yara Nogueira,Cozinheiro,Solteiro,Feminino,Braga,Vila Nova de Famalicão,11/02/1980,yara.nogueira43@gmail.com,C1417
Enzo Borges,Programador,Viúvo,Masculino,Porto,Maia,14/03/1987,enzo.borges@outlook.com,C1418
Yasmin Barros,Arquiteto,Divorciado,Feminino,Porto,Gondomar,12/01/1967,yasmin.barros@gmail.com,C1419
Rúben do Lopes,Médico,Viúvo,Masculino,Porto,Vila Nova de Gaia,12/10/1976,rúben.lopes@hotmail.com,C1420
Joel Vaz,Rececionista,Solteiro,Masculino,Lisboa,Vila Franca de Xira,17/01/1996,joel.vaz@gmail.com,C1421
Paulo Ramos,Agricultor,Divorciado,Masculino,Vila Real,Peso da Régua,30/12/1977,paulo.ramos@outlook.com,C1422
Yasmin Lopes,Agricultor,Viúvo,Feminino,Porto,Santo Tirso,16/06/1993,yasmin.lopes@gmail.com,C1423
Laura Ramos,Médico,Divorciado,Feminino,Braga,Barcelos,12/10/1965,laura.ramos@yahoo.com,C1424
Luana Morais,Gestor de Projetos,Divorciado,Feminino,Setúbal,Moita,29/04/1968,luana.morais@gmail.com,C1425
Alexandre Gonçalves,Eletricista,Divorciado,Masculino,Viana do Castelo,Vila Nova de Cerveira,18/03/1980,alexandre.gonçalves@gmail.com,C1426
Matias do Simões,Técnico de Marketing,Casado,Masculino,Braga,Vizela,09/02/1989,matias.simões@gmail.com,C1427
Nicole Cruz,Estudante,Divorciado,Feminino,Braga,Vila Nova de Famalicão,17/04/2005,nicole.cruz@gmail.com,C1428
Dinis Nogueira,Arquiteto,Casado,Masculino,Viana do Castelo,Monção,13/09/1985,dinis.nogueira@sapo.pt,C1429
Pilar do Paiva,Cozinheiro,Casado,Feminino,Vila Real,Vila Pouca de Aguiar,10/10/2004,pilar.paiva@hotmail.com,C1430
Noah da Ribeiro,Arquiteto,Divorciado,Masculino,Braga,Braga,12/03/2005,noah.ribeiro@hotmail.com,C1431
Kyara-Naiara Reis,Arquiteto,Solteiro,Feminino,Braga,Fafe,07/02/1974,kyara-naiara.reis@outlook.com,C1432
Sara Pacheco,Agricultor,Casado,Feminino,Aveiro,Ílhavo,04/01/1990,sara.pacheco@gmail.com,C1433
Teresa Ribeiro-Ribeiro,Agricultor,Divorciado,Feminino,Coimbra,Lousã,23/01/1968,teresa.ribeiro-ribeiro@sapo.pt,C1434
Fabiana Matos,Programador,Casado,Feminino,Aveiro,Anadia,02/09/1985,fabiana.matos@hotmail.com,C1435
Érica Ribeiro,Carpinteiro,Solteiro,Feminino,Braga,Guimarães,29/11/1965,érica.ribeiro@gmail.com,C1436
Violeta Branco-Santos,Motorista,Divorciado,Feminino,Braga,Celorico de Basto,27/10/1975,violeta.branco-santos@outlook.com,C1437
Tatiana Valente,Psicólogo,Solteiro,Feminino,Porto,Santo Tirso,11/11/1992,tatiana.valente@sapo.pt,C1438
Júlia Pinto,Professor,Solteiro,Feminino,Aveiro,Oliveira de Azeméis,03/03/1978,júlia.pinto@gmail.com,C1439
Afonso Assunção-Antunes,Enfermeiro,Divorciado,Masculino,Braga,Cabeceiras de Basto,08/01/1990,afonso.assunção-antunes@hotmail.com,C1440
Tiago Melo,Farmacêutico,Casado,Masculino,Braga,Vizela,07/06/1971,tiago.melo@sapo.pt,C1441
Carlos Amorim,Rececionista,Solteiro,Masculino,Portalegre,Portalegre,05/03/1986,carlos.amorim@sapo.pt,C1442
Rodrigo da Nunes,Professor,Divorciado,Masculino,Lisboa,Mafra,11/02/1985,rodrigo.nunes@outlook.com,C1443
Ismael Cruz,Carpinteiro,Casado,Masculino,Braga,Esposende,08/04/1996,ismael.cruz@yahoo.com,C1444
Gustavo Machado,Carpinteiro,Casado,Masculino,Vila Real,Alijó,13/10/1981,gustavo.machado@yahoo.com,C1445
Inês Faria,Estudante,Divorciado,Feminino,Porto,Póvoa de Varzim,14/07/2004,inês.faria@outlook.com,C1446
Beatriz Esteves,Estudante,Viúvo,Feminino,Braga,Celorico de Basto,13/06/2008,beatriz.esteves@outlook.com,C1447
Miguel Rodrigues,Comerciante,Casado,Masculino,Santarém,Tomar,09/07/1986,miguel.rodrigues@yahoo.com,C1448
Luciana Melo,Empregado de Limpeza,Divorciado,Feminino,Viseu,Mangualde,26/07/1993,luciana.melo@gmail.com,C1449
Mauro Cardoso-Paiva,Contabilista,Casado,Masculino,Bragança,Bragança,05/12/1983,mauro.cardoso-paiva@sapo.pt,C1450
Miguel Silva,Professor,Divorciado,Masculino,Santarém,Chamusca,11/06/1980,miguel.silva@hotmail.com,C1451
Bryan Faria,Enfermeiro,Divorciado,Masculino,Vila Real,Valpaços,28/05/1969,bryan.faria@yahoo.com,C1452
Joana Gonçalves,Médico,Divorciado,Feminino,Viana do Castelo,Valença,23/07/1968,joana.gonçalves@yahoo.com,C1453
Joana Simões,Advogado,Casado,Feminino,Bragança,Alfândega da Fé,03/06/1988,joana.simões@hotmail.com,C1454
Rita Teixeira,Eletricista,Solteiro,Feminino,Aveiro,Anadia,14/04/1972,rita.teixeira@outlook.com,C1455
Bruno Costa,Técnico de Marketing,Divorciado,Masculino,Castelo Branco,Penamacor,09/11/1988,bruno.costa@sapo.pt,C1456
Gabriel Ribeiro,Rececionista,Viúvo,Masculino,Braga,Barcelos,23/09/1980,gabriel.ribeiro@gmail.com,C1457
Pilar Ferreira,Carpinteiro,Solteiro,Feminino,Portalegre,Campo Maior,24/02/2003,pilar.ferreira@yahoo.com,C1458
Santiago Garcia,Designer Gráfico,Viúvo,Masculino,Braga,Vizela,05/12/1990,santiago.garcia@yahoo.com,C1459
Artur Araújo,Comerciante,Divorciado,Masculino,Braga,Cabeceiras de Basto,19/11/1968,artur.araújo@gmail.com,C1460
Bruna Pinho,Gestor de Projetos,Casado,Feminino,Braga,Vila Nova de Famalicão,08/09/1998,bruna.pinho@outlook.com,C1461
Benjamim Fernandes,Arquiteto,Divorciado,Masculino,Braga,Cabeceiras de Basto,20/08/1969,benjamim.fernandes@hotmail.com,C1462
Enzo de Soares,Cozinheiro,Viúvo,Masculino,Aveiro,Murtosa,10/04/2001,enzo.soares@hotmail.com,C1463
Sérgio de Araújo,Enfermeiro,Divorciado,Masculino,Braga,Vizela,07/07/1972,sérgio.araújo@sapo.pt,C1464
Rita Araújo,Programador,Divorciado,Feminino,Vila Real,Boticas,14/08/1981,rita.araújo@yahoo.com,C1465
Lara Jesus,Comerciante,Viúvo,Feminino,Aveiro,Albergaria-a-Velha,30/08/1970,lara.jesus@hotmail.com,C1466
Valentina Coelho,Técnico de Marketing,Divorciado,Feminino,Braga,Barcelos,20/04/1976,valentina.coelho@yahoo.com,C1467
Kévim Machado-Cunha,Designer Gráfico,Solteiro,Masculino,Porto,Póvoa de Varzim,11/01/1991,kévim.machado-cunha@outlook.com,C1468
Patrícia Simões,Farmacêutico,Solteiro,Feminino,Braga,Barcelos,25/12/1967,patrícia.simões@yahoo.com,C1469
Leandro Rocha,Analista de Dados,Viúvo,Masculino,Coimbra,Arganil,25/02/1988,leandro.rocha@yahoo.com,C1470
David Fonseca,Farmacêutico,Solteiro,Masculino,Braga,Braga,10/05/1988,david.fonseca@hotmail.com,C1471
Leonor Domingues,Eletricista,Viúvo,Feminino,Porto,Porto,14/02/2003,leonor.domingues@yahoo.com,C1472
Gonçalo Pinto,Contabilista,Divorciado,Masculino,Porto,Maia,22/05/1998,gonçalo.pinto@gmail.com,C1473
Melissa-Madalena Silva,Empregado de Limpeza,Solteiro,Feminino,Lisboa,Odivelas,02/12/1973,melissa-madalena.silva@gmail.com,C1474
Daniela do Marques,Médico,Casado,Feminino,Braga,Esposende,28/02/1977,daniela.marques@yahoo.com,C1475
Mauro Matias,Médico,Casado,Masculino,Guarda,Aguiar da Beira,13/09/1965,mauro.matias@gmail.com,C1476
Amélia Moura,Enfermeiro,Solteiro,Feminino,Vila Real,Sabrosa,16/11/1983,amélia.moura@hotmail.com,C1477
Fábio Guerreiro-Barros,Analista de Dados,Divorciado,Masculino,Braga,Barcelos,25/06/1966,fábio.guerreiro-barros@yahoo.com,C1478
Alexandre Faria,Engenheiro,Casado,Masculino,Lisboa,Odivelas,18/07/2004,alexandre.faria@hotmail.com,C1479
Tiago Melo,Eletricista,Divorciado,Masculino,Braga,Fafe,09/12/1981,tiago.melo58@sapo.pt,C1480
Miriam Ferreira,Designer Gráfico,Divorciado,Feminino,Vila Real,Alijó,01/07/1979,miriam.ferreira@yahoo.com,C1481
Larissa de Batista,Farmacêutico,Solteiro,Feminino,Coimbra,Coimbra,26/05/1986,larissa.batista@outlook.com,C1482
Yasmin Machado,Empregado de Limpeza,Solteiro,Feminino,Viana do Castelo,Monção,30/03/2002,yasmin.machado@gmail.com,C1483
César do Cruz,Professor,Divorciado,Masculino,Coimbra,Coimbra,14/09/1978,césar.cruz@gmail.com,C1484
Nádia-Bárbara Baptista,Motorista,Viúvo,Feminino,Beja,Serpa,05/08/1982,nádia-bárbara.baptista@outlook.com,C1485
Igor Simões,Farmacêutico,Casado,Masculino,Braga,Fafe,06/08/1987,igor.simões@outlook.com,C1486
Kelly Gomes-Pacheco,Comerciante,Divorciado,Feminino,Braga,Cabeceiras de Basto,30/11/1998,kelly.gomes-pacheco@yahoo.com,C1487
Débora Ramos,Motorista,Solteiro,Feminino,Bragança,Mogadouro,20/02/1982,débora.ramos@hotmail.com,C1488
Ismael Paiva-Pacheco,Analista de Dados,Solteiro,Masculino,Braga,Barcelos,22/12/1969,ismael.paiva-pacheco@yahoo.com,C1489
Alícia Vaz,Técnico de Marketing,Divorciado,Feminino,Vila Real,Vila Pouca de Aguiar,17/04/1979,alícia.vaz@hotmail.com,C1490
Flor Alves,Aposentado,Divorciado,Feminino,Braga,Fafe,18/02/1959,flor.alves@yahoo.com,C1491
Mariana-Camila Ramos,Gestor de Projetos,Viúvo,Feminino,Bragança,Bragança,23/09/1985,mariana-camila.ramos@hotmail.com,C1492
Andreia Simões,Engenheiro,Viúvo,Feminino,Lisboa,Vila Franca de Xira,06/03/1989,andreia.simões@hotmail.com,C1493
Luca Barros,Contabilista,Solteiro,Masculino,Viseu,Lamego,02/09/1965,luca.barros@hotmail.com,C1494
Violeta Leite,Designer Gráfico,Solteiro,Feminino,Braga,Cabeceiras de Basto,13/09/1993,violeta.leite@gmail.com,C1495
Ema Gaspar,Eletricista,Divorciado,Feminino,Viana do Castelo,Caminha,27/05/1999,ema.gaspar@gmail.com,C1496
